Filename,Line number,Variable name,Units,Variable reference,Index type key,Variable type key,Keyed value
AirflowNetworkBalanceManager.cc,4005,"""AFN Zone Outdoor Air Mass Flow Rate""",kg/s,AirflowNetworkExchangeData( i ).SumMHr,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4006,"""AFN Zone Mixing Mass Flow Rate""",kg/s,AirflowNetworkExchangeData( i ).SumMMHr,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4007,"""AFN Zone Outdoor Air CO2 Mass Flow Rate""",kg/s,AirflowNetworkExchangeData( i ).SumMHrCO,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4008,"""AFN Zone Mixing CO2 Mass Flow Rate""",kg/s,AirflowNetworkExchangeData( i ).SumMMHrCO,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4009,"""AFN Zone Total CO2 Mass Flow Rate""",kg/s,AirflowNetworkExchangeData( i ).TotalCO2,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4015,"""AFN Zone Outdoor Air Mass Flow Rate""",kg/s,AirflowNetworkExchangeData( i ).SumMHr,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4016,"""AFN Zone Mixing Mass Flow Rate""",kg/s,AirflowNetworkExchangeData( i ).SumMMHr,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4018,"""AFN Zone Outdoor Air Generic Air Contaminant Mass Flow Rate""",kg/s,AirflowNetworkExchangeData( i ).SumMHrGC,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4019,"""AFN Zone Mixing Generic Air Contaminant Mass Flow Rate""",kg/s,AirflowNetworkExchangeData( i ).SumMMHrGC,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4020,"""AFN Zone Total Generic Air Contaminant Mass Flow Rate""",kg/s,AirflowNetworkExchangeData( i ).TotalGC,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4226,"""AFN Node Temperature""",C,AirflowNetworkNodeSimu( i ).TZ,"""System""","""Average""",AirflowNetworkNodeData( i ).Name
AirflowNetworkBalanceManager.cc,4227,"""AFN Node Humidity Ratio""",kgWater/kgDryAir,AirflowNetworkNodeSimu( i ).WZ,"""System""","""Average""",AirflowNetworkNodeData( i ).Name
AirflowNetworkBalanceManager.cc,4228,"""AFN Node CO2 Concentration""",ppm,AirflowNetworkNodeSimu( i ).CO2Z,"""System""","""Average""",AirflowNetworkNodeData( i ).Name
AirflowNetworkBalanceManager.cc,4229,"""AFN Node Generic Air Contaminant Concentration""",ppm,AirflowNetworkNodeSimu( i ).GCZ,"""System""","""Average""",AirflowNetworkNodeData( i ).Name
AirflowNetworkBalanceManager.cc,4230,"""AFN Node Total Pressure""",Pa,AirflowNetworkNodeSimu( i ).PZ,"""System""","""Average""",AirflowNetworkNodeData( i ).Name
AirflowNetworkBalanceManager.cc,4232,"""AFN Node Wind Pressure""",Pa,AirflowNetworkNodeSimu( i ).PZ,"""System""","""Average""",AirflowNetworkNodeData( i ).Name
AirflowNetworkBalanceManager.cc,4238,"""AFN Linkage Node 1 to Node 2 Mass Flow Rate""",kg/s,AirflowNetworkLinkReport( i ).FLOW,"""System""","""Average""",AirflowNetworkLinkageData( i ).Name
AirflowNetworkBalanceManager.cc,4239,"""AFN Linkage Node 2 to Node 1 Mass Flow Rate""",kg/s,AirflowNetworkLinkReport( i ).FLOW2,"""System""","""Average""",AirflowNetworkLinkageData( i ).Name
AirflowNetworkBalanceManager.cc,4240,"""AFN Linkage Node 1 to Node 2 Volume Flow Rate""",m3/s,AirflowNetworkLinkReport( i ).VolFLOW,"""System""","""Average""",AirflowNetworkLinkageData( i ).Name
AirflowNetworkBalanceManager.cc,4241,"""AFN Linkage Node 2 to Node 1 Volume Flow Rate""",m3/s,AirflowNetworkLinkReport( i ).VolFLOW2,"""System""","""Average""",AirflowNetworkLinkageData( i ).Name
AirflowNetworkBalanceManager.cc,4242,"""AFN Linkage Node 1 to Node 2 Pressure Difference""",Pa,AirflowNetworkLinkSimu( i ).DP,"""System""","""Average""",AirflowNetworkLinkageData( i ).Name
AirflowNetworkBalanceManager.cc,4250,"""AFN Surface Venting Window or Door Opening Factor""",,MultizoneSurfaceData( i ).OpenFactor,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
AirflowNetworkBalanceManager.cc,4254,"""AFN Surface Venting Window or Door Opening Modulation Multiplier""",,SurfaceWindow( SurfNum ).VentingOpenFactorMultRep,"""System""","""Average""",Surface( SurfNum ).Name
AirflowNetworkBalanceManager.cc,4255,"""AFN Surface Venting Inside Setpoint Temperature""",C,SurfaceWindow( SurfNum ).InsideTempForVentingRep,"""System""","""Average""",Surface( SurfNum ).Name
AirflowNetworkBalanceManager.cc,4256,"""AFN Surface Venting Availability Status""",,SurfaceWindow( SurfNum ).VentingAvailabilityRep,"""System""","""Average""",Surface( SurfNum ).Name
AirflowNetworkBalanceManager.cc,4258,"""AFN Surface Venting Window or Door Opening Factor at Previous Time Step""",,MultizoneSurfaceData( i ).OpenFactorLast,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
AirflowNetworkBalanceManager.cc,4259,"""AFN Surface Opening Elapsed Time""",min,MultizoneSurfaceData( i ).OpenElapsedTime,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
AirflowNetworkBalanceManager.cc,4260,"""AFN Surface Closing Elapsed Time""",min,MultizoneSurfaceData( i ).CloseElapsedTime,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
AirflowNetworkBalanceManager.cc,4261,"""AFN Surface Opening Status at Previous Time Step""",,MultizoneSurfaceData( i ).PrevOpeningstatus,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
AirflowNetworkBalanceManager.cc,4262,"""AFN Surface Opening Status""",,MultizoneSurfaceData( i ).OpeningStatus,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
AirflowNetworkBalanceManager.cc,4263,"""AFN Surface Opening Probability Status""",,MultizoneSurfaceData( i ).OpeningProbStatus,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
AirflowNetworkBalanceManager.cc,4264,"""AFN Surface Closing Probability Status""",,MultizoneSurfaceData( i ).ClosingProbStatus,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
AirflowNetworkBalanceManager.cc,4271,"""AFN Zone Infiltration Sensible Heat Gain Rate""",W,AirflowNetworkReportData( i ).MultiZoneInfiSenGainW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4272,"""AFN Zone Infiltration Sensible Heat Gain Energy""",J,AirflowNetworkReportData( i ).MultiZoneInfiSenGainJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4273,"""AFN Zone Mixing Sensible Heat Gain Rate""",W,AirflowNetworkReportData( i ).MultiZoneMixSenGainW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4274,"""AFN Zone Mixing Sensible Heat Gain Energy""",J,AirflowNetworkReportData( i ).MultiZoneMixSenGainJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4275,"""AFN Zone Infiltration Sensible Heat Loss Rate""",W,AirflowNetworkReportData( i ).MultiZoneInfiSenLossW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4276,"""AFN Zone Infiltration Sensible Heat Loss Energy""",J,AirflowNetworkReportData( i ).MultiZoneInfiSenLossJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4277,"""AFN Zone Mixing Sensible Heat Loss Rate""",W,AirflowNetworkReportData( i ).MultiZoneMixSenLossW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4278,"""AFN Zone Mixing Sensible Heat Loss Energy""",J,AirflowNetworkReportData( i ).MultiZoneMixSenLossJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4279,"""AFN Zone Infiltration Latent Heat Gain Rate""",W,AirflowNetworkReportData( i ).MultiZoneInfiLatGainW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4280,"""AFN Zone Infiltration Latent Heat Gain Energy""",J,AirflowNetworkReportData( i ).MultiZoneInfiLatGainJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4281,"""AFN Zone Infiltration Latent Heat Loss Rate""",W,AirflowNetworkReportData( i ).MultiZoneInfiLatLossW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4282,"""AFN Zone Infiltration Latent Heat Loss Energy""",J,AirflowNetworkReportData( i ).MultiZoneInfiLatLossJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4283,"""AFN Zone Mixing Latent Heat Gain Rate""",W,AirflowNetworkReportData( i ).MultiZoneMixLatGainW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4284,"""AFN Zone Mixing Latent Heat Gain Energy""",J,AirflowNetworkReportData( i ).MultiZoneMixLatGainJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4285,"""AFN Zone Mixing Latent Heat Loss Rate""",W,AirflowNetworkReportData( i ).MultiZoneMixLatLossW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4286,"""AFN Zone Mixing Latent Heat Loss Energy""",J,AirflowNetworkReportData( i ).MultiZoneInfiLatLossJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4288,"""AFN Zone Duct Leaked Air Sensible Heat Gain Rate""",W,AirflowNetworkReportData( i ).LeakSenGainW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4289,"""AFN Zone Duct Leaked Air Sensible Heat Gain Energy""",J,AirflowNetworkReportData( i ).LeakSenGainJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4290,"""AFN Zone Duct Leaked Air Sensible Heat Loss Rate""",W,AirflowNetworkReportData( i ).LeakSenLossW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4291,"""AFN Zone Duct Leaked Air Sensible Heat Loss Energy""",J,AirflowNetworkReportData( i ).LeakSenLossJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4292,"""AFN Zone Duct Leaked Air Latent Heat Gain Rate""",W,AirflowNetworkReportData( i ).LeakLatGainW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4293,"""AFN Zone Duct Leaked Air Latent Heat Gain Energy""",J,AirflowNetworkReportData( i ).LeakLatGainJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4294,"""AFN Zone Duct Leaked Air Latent Heat Loss Rate""",W,AirflowNetworkReportData( i ).LeakLatLossW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4295,"""AFN Zone Duct Leaked Air Latent Heat Loss Energy""",J,AirflowNetworkReportData( i ).LeakLatLossJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4297,"""AFN Zone Duct Conduction Sensible Heat Gain Rate""",W,AirflowNetworkReportData( i ).CondSenGainW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4298,"""AFN Zone Duct Conduction Sensible Heat Gain Energy""",J,AirflowNetworkReportData( i ).CondSenGainJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4299,"""AFN Zone Duct Conduction Sensible Heat Loss Rate""",W,AirflowNetworkReportData( i ).CondSenLossW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4300,"""AFN Zone Duct Conduction Sensible Heat Loss Energy""",J,AirflowNetworkReportData( i ).CondSenLossJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4301,"""AFN Zone Duct Diffusion Latent Heat Gain Rate""",W,AirflowNetworkReportData( i ).DiffLatGainW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4302,"""AFN Zone Duct Diffusion Latent Heat Gain Energy""",J,AirflowNetworkReportData( i ).DiffLatGainJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4303,"""AFN Zone Duct Diffusion Latent Heat Loss Rate""",W,AirflowNetworkReportData( i ).DiffLatLossW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4304,"""AFN Zone Duct Diffusion Latent Heat Loss Energy""",J,AirflowNetworkReportData( i ).DiffLatLossJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4306,"""AFN Distribution Sensible Heat Gain Rate""",W,AirflowNetworkReportData( i ).TotalSenGainW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4307,"""AFN Distribution Sensible Heat Gain Energy""",J,AirflowNetworkReportData( i ).TotalSenGainJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4308,"""AFN Distribution Sensible Heat Loss Rate""",W,AirflowNetworkReportData( i ).TotalSenLossW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4309,"""AFN Distribution Sensible Heat Loss Energy""",J,AirflowNetworkReportData( i ).TotalSenLossJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4310,"""AFN Distribution Latent Heat Gain Rate""",W,AirflowNetworkReportData( i ).TotalLatGainW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4311,"""AFN Distribution Latent Heat Gain Energy""",J,AirflowNetworkReportData( i ).TotalLatGainJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4312,"""AFN Distribution Latent Heat Loss Rate""",W,AirflowNetworkReportData( i ).TotalLatLossW,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4313,"""AFN Distribution Latent Heat Loss Energy""",J,AirflowNetworkReportData( i ).TotalLatLossJ,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4317,"""AFN Zone Infiltration Volume""",m3,AirflowNetworkZnRpt( i ).InfilVolume,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4318,"""AFN Zone Infiltration Mass""",kg,AirflowNetworkZnRpt( i ).InfilMass,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4319,"""AFN Zone Infiltration Air Change Rate""",ach,AirflowNetworkZnRpt( i ).InfilAirChangeRate,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4320,"""AFN Zone Mixing Volume""",m3,AirflowNetworkZnRpt( i ).MixVolume,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4321,"""AFN Zone Mixing Mass""",kg,AirflowNetworkZnRpt( i ).MixMass,"""System""","""Sum""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4326,"""AFN Zone Average Pressure""",Pa,AirflowNetworkNodeReport( i ).PZ,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4327,"""AFN Zone On Cycle Pressure""",Pa,AirflowNetworkNodeReport( i ).PZON,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4328,"""AFN Zone Off Cycle Pressure""",Pa,AirflowNetworkNodeReport( i ).PZOFF,"""System""","""Average""",Zone( i ).Name
AirflowNetworkBalanceManager.cc,4331,"""AFN Linkage Node 1 to 2 Average Mass Flow Rate""",kg/s,AirflowNetworkLinkReport1( i ).FLOW,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
AirflowNetworkBalanceManager.cc,4332,"""AFN Linkage Node 2 to 1 Average Mass Flow Rate""",kg/s,AirflowNetworkLinkReport1( i ).FLOW2,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
AirflowNetworkBalanceManager.cc,4333,"""AFN Linkage Node 1 to 2 Average Volume Flow Rate""",m3/s,AirflowNetworkLinkReport1( i ).VolFLOW,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
AirflowNetworkBalanceManager.cc,4334,"""AFN Linkage Node 2 to 1 Average Volume Flow Rate""",m3/s,AirflowNetworkLinkReport1( i ).VolFLOW2,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
AirflowNetworkBalanceManager.cc,4335,"""AFN Surface Average Pressure Difference""",Pa,AirflowNetworkLinkReport1( i ).DP,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
AirflowNetworkBalanceManager.cc,4336,"""AFN Surface On Cycle Pressure Difference""",Pa,AirflowNetworkLinkReport1( i ).DPON,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
AirflowNetworkBalanceManager.cc,4337,"""AFN Surface Off Cycle Pressure Difference""",Pa,AirflowNetworkLinkReport1( i ).DPOFF,"""System""","""Average""",MultizoneSurfaceData( i ).SurfName
BaseboardElectric.cc,418,"""Baseboard Total Heating Energy""",J,Baseboard( BaseboardNum ).Energy,"""System""","""Sum""",Baseboard( BaseboardNum ).EquipName
BaseboardElectric.cc,420,"""Baseboard Total Heating Rate""",W,Baseboard( BaseboardNum ).Power,"""System""","""Average""",Baseboard( BaseboardNum ).EquipName
BaseboardElectric.cc,422,"""Baseboard Electric Energy""",J,Baseboard( BaseboardNum ).ElecUseLoad,"""System""","""Sum""",Baseboard( BaseboardNum ).EquipName
BaseboardElectric.cc,424,"""Baseboard Electric Power""",W,Baseboard( BaseboardNum ).ElecUseRate,"""System""","""Average""",Baseboard( BaseboardNum ).EquipName
BaseboardRadiator.cc,466,"""Baseboard Total Heating Energy""",J,Baseboard( BaseboardNum ).Energy,"""System""","""Sum""",Baseboard( BaseboardNum ).EquipID
BaseboardRadiator.cc,468,"""Baseboard Hot Water Energy""",J,Baseboard( BaseboardNum ).Energy,"""System""","""Sum""",Baseboard( BaseboardNum ).EquipID
BaseboardRadiator.cc,470,"""Baseboard Total Heating Rate""",W,Baseboard( BaseboardNum ).Power,"""System""","""Average""",Baseboard( BaseboardNum ).EquipID
BaseboardRadiator.cc,472,"""Baseboard Hot Water Mass Flow Rate""",kg/s,Baseboard( BaseboardNum ).WaterMassFlowRate,"""System""","""Average""",Baseboard( BaseboardNum ).EquipID
BaseboardRadiator.cc,474,"""Baseboard Air Mass Flow Rate""",kg/s,Baseboard( BaseboardNum ).AirMassFlowRate,"""System""","""Average""",Baseboard( BaseboardNum ).EquipID
BaseboardRadiator.cc,476,"""Baseboard Air Inlet Temperature""",C,Baseboard( BaseboardNum ).AirInletTemp,"""System""","""Average""",Baseboard( BaseboardNum ).EquipID
BaseboardRadiator.cc,478,"""Baseboard Air Outlet Temperature""",C,Baseboard( BaseboardNum ).AirOutletTemp,"""System""","""Average""",Baseboard( BaseboardNum ).EquipID
BaseboardRadiator.cc,480,"""Baseboard Water Inlet Temperature""",C,Baseboard( BaseboardNum ).WaterInletTemp,"""System""","""Average""",Baseboard( BaseboardNum ).EquipID
BaseboardRadiator.cc,482,"""Baseboard Water Outlet Temperature""",C,Baseboard( BaseboardNum ).WaterOutletTemp,"""System""","""Average""",Baseboard( BaseboardNum ).EquipID
BoilerSteam.cc,452,"""Boiler Heating Rate""",W,BoilerReport( BoilerNum ).BoilerLoad,"""System""","""Average""",Boiler( BoilerNum ).Name
BoilerSteam.cc,453,"""Boiler Heating Energy""",J,BoilerReport( BoilerNum ).BoilerEnergy,"""System""","""Sum""",Boiler( BoilerNum ).Name
BoilerSteam.cc,455,"""Boiler "" + BoilerFuelTypeForOutputVariable( BoilerNum ) + "" Power""",W,BoilerReport( BoilerNum ).FuelUsed,"""System""","""Average""",Boiler( BoilerNum ).Name
BoilerSteam.cc,457,"""Boiler "" + BoilerFuelTypeForOutputVariable( BoilerNum ) + "" Rate""",W,BoilerReport( BoilerNum ).FuelUsed,"""System""","""Average""",Boiler( BoilerNum ).Name
BoilerSteam.cc,459,"""Boiler "" + BoilerFuelTypeForOutputVariable( BoilerNum ) + "" Energy""",J,BoilerReport( BoilerNum ).FuelConsumed,"""System""","""Sum""",Boiler( BoilerNum ).Name
BoilerSteam.cc,460,"""Boiler Steam Inlet Temperature""",C,BoilerReport( BoilerNum ).BoilerInletTemp,"""System""","""Average""",Boiler( BoilerNum ).Name
BoilerSteam.cc,461,"""Boiler Steam Outlet Temperature""",C,BoilerReport( BoilerNum ).BoilerOutletTemp,"""System""","""Average""",Boiler( BoilerNum ).Name
BoilerSteam.cc,462,"""Boiler Steam Mass Flow Rate""",kg/s,BoilerReport( BoilerNum ).Mdot,"""System""","""Average""",Boiler( BoilerNum ).Name
Boilers.cc,540,"""Boiler Heating Rate""",W,BoilerReport( BoilerNum ).BoilerLoad,"""System""","""Average""",Boiler( BoilerNum ).Name
Boilers.cc,541,"""Boiler Heating Energy""",J,BoilerReport( BoilerNum ).BoilerEnergy,"""System""","""Sum""",Boiler( BoilerNum ).Name
Boilers.cc,543,"""Boiler "" + BoilerFuelTypeForOutputVariable( BoilerNum ) + "" Power""",W,BoilerReport( BoilerNum ).FuelUsed,"""System""","""Average""",Boiler( BoilerNum ).Name
Boilers.cc,545,"""Boiler "" + BoilerFuelTypeForOutputVariable( BoilerNum ) + "" Rate""",W,BoilerReport( BoilerNum ).FuelUsed,"""System""","""Average""",Boiler( BoilerNum ).Name
Boilers.cc,547,"""Boiler "" + BoilerFuelTypeForOutputVariable( BoilerNum ) + "" Energy""",J,BoilerReport( BoilerNum ).FuelConsumed,"""System""","""Sum""",Boiler( BoilerNum ).Name
Boilers.cc,548,"""Boiler Inlet Temperature""",C,BoilerReport( BoilerNum ).BoilerInletTemp,"""System""","""Average""",Boiler( BoilerNum ).Name
Boilers.cc,549,"""Boiler Outlet Temperature""",C,BoilerReport( BoilerNum ).BoilerOutletTemp,"""System""","""Average""",Boiler( BoilerNum ).Name
Boilers.cc,550,"""Boiler Mass Flow Rate""",kg/s,BoilerReport( BoilerNum ).Mdot,"""System""","""Average""",Boiler( BoilerNum ).Name
Boilers.cc,551,"""Boiler Ancillary Electric Power""",W,BoilerReport( BoilerNum ).ParasiticElecPower,"""System""","""Average""",Boiler( BoilerNum ).Name
Boilers.cc,552,"""Boiler Ancillary Electric Energy""",J,BoilerReport( BoilerNum ).ParasiticElecConsumption,"""System""","""Sum""",Boiler( BoilerNum ).Name
Boilers.cc,553,"""Boiler Part Load Ratio""",,BoilerReport( BoilerNum ).BoilerPLR,"""System""","""Average""",Boiler( BoilerNum ).Name
CTElectricGenerator.cc,491,"""Generator Produced Electric Power""",W,CTGeneratorReport( GeneratorNum ).PowerGen,"""System""","""Average""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,492,"""Generator Produced Electric Energy""",J,CTGeneratorReport( GeneratorNum ).EnergyGen,"""System""","""Sum""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,494,"""Generator "" + CTGenerator( GeneratorNum ).FuelType + "" Rate""",W,CTGeneratorReport( GeneratorNum ).FuelEnergyUseRate,"""System""","""Average""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,495,"""Generator "" + CTGenerator( GeneratorNum ).FuelType + "" Energy""",J,CTGeneratorReport( GeneratorNum ).FuelEnergy,"""System""","""Sum""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,498,"""Generator Fuel HHV Basis Rate""",W,CTGeneratorReport( GeneratorNum ).FuelEnergyUseRate,"""System""","""Average""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,499,"""Generator Fuel HHV Basis Energy""",J,CTGeneratorReport( GeneratorNum ).FuelEnergy,"""System""","""Sum""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,501,"""Generator "" + CTGenerator( GeneratorNum ).FuelType + "" Mass Flow Rate""",kg/s,CTGeneratorReport( GeneratorNum ).FuelMdot,"""System""","""Average""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,503,"""Generator Exhaust Air Temperature""",C,CTGeneratorReport( GeneratorNum ).ExhaustStackTemp,"""System""","""Average""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,506,"""Generator Exhaust Heat Recovery Rate""",W,CTGeneratorReport( GeneratorNum ).QExhaustRecovered,"""System""","""Average""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,507,"""Generator Exhaust Heat Recovery Energy""",J,CTGeneratorReport( GeneratorNum ).ExhaustEnergyRec,"""System""","""Sum""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,509,"""Generator Lube Heat Recovery Rate""",W,CTGeneratorReport( GeneratorNum ).QLubeOilRecovered,"""System""","""Average""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,510,"""Generator Lube Heat Recovery Energy""",J,CTGeneratorReport( GeneratorNum ).LubeOilEnergyRec,"""System""","""Sum""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,512,"""Generator Produced Thermal Rate""",W,CTGeneratorReport( GeneratorNum ).QTotalHeatRecovered,"""System""","""Average""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,513,"""Generator Produced Thermal Energy""",J,CTGeneratorReport( GeneratorNum ).TotalHeatEnergyRec,"""System""","""Sum""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,515,"""Generator Heat Recovery Inlet Temperature""",C,CTGeneratorReport( GeneratorNum ).HeatRecInletTemp,"""System""","""Average""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,516,"""Generator Heat Recovery Outlet Temperature""",C,CTGeneratorReport( GeneratorNum ).HeatRecOutletTemp,"""System""","""Average""",CTGenerator( GeneratorNum ).Name
CTElectricGenerator.cc,517,"""Generator Heat Recovery Mass Flow Rate""",kg/s,CTGeneratorReport( GeneratorNum ).HeatRecMdot,"""System""","""Average""",CTGenerator( GeneratorNum ).Name
ChilledCeilingPanelSimple.cc,646,"""Cooling Panel Total Cooling Rate""",W,CoolingPanel( CoolingPanelNum ).Power,"""System""","""Average""",CoolingPanel( CoolingPanelNum ).EquipID
ChilledCeilingPanelSimple.cc,647,"""Cooling Panel Total System Cooling Rate""",W,CoolingPanel( CoolingPanelNum ).TotPower,"""System""","""Average""",CoolingPanel( CoolingPanelNum ).EquipID
ChilledCeilingPanelSimple.cc,648,"""Cooling Panel Convective Cooling Rate""",W,CoolingPanel( CoolingPanelNum ).ConvPower,"""System""","""Average""",CoolingPanel( CoolingPanelNum ).EquipID
ChilledCeilingPanelSimple.cc,649,"""Cooling Panel Radiant Cooling Rate""",W,CoolingPanel( CoolingPanelNum ).RadPower,"""System""","""Average""",CoolingPanel( CoolingPanelNum ).EquipID
ChilledCeilingPanelSimple.cc,651,"""Cooling Panel Total Cooling Energy""",J,CoolingPanel( CoolingPanelNum ).Energy,"""System""","""Sum""",CoolingPanel( CoolingPanelNum ).EquipID
ChilledCeilingPanelSimple.cc,652,"""Cooling Panel Total System Cooling Energy""",J,CoolingPanel( CoolingPanelNum ).TotEnergy,"""System""","""Sum""",CoolingPanel( CoolingPanelNum ).EquipID
ChilledCeilingPanelSimple.cc,653,"""Cooling Panel Convective Cooling Energy""",J,CoolingPanel( CoolingPanelNum ).ConvEnergy,"""System""","""Sum""",CoolingPanel( CoolingPanelNum ).EquipID
ChilledCeilingPanelSimple.cc,654,"""Cooling Panel Radiant Cooling Energy""",J,CoolingPanel( CoolingPanelNum ).RadEnergy,"""System""","""Sum""",CoolingPanel( CoolingPanelNum ).EquipID
ChilledCeilingPanelSimple.cc,656,"""Cooling Panel Water Mass Flow Rate""",kg/s,CoolingPanel( CoolingPanelNum ).WaterMassFlowRate,"""System""","""Average""",CoolingPanel( CoolingPanelNum ).EquipID
