*BIDIRECTIONAL
*types,1
*item,Venetian 0 deg
#(3 datatypes: Te_g_rho, Te_abs_n_diffuse, Te_g_only)
*datatype,Te_g_rho
*layers,3
*sets,3
# Next four lines are not used (only for documentation)
# Properties of DGU: 
# 2 x 3mm low-E with venetian blinds in three states: 0, 45 and 90 deg.
# g0 = 0.606;
# tauvis0 = 0.792;
# udgu := 1.955;
*start_set 
*set_type 1, #2x3mm low-E-V0 
*Uvalue 1.955
*Rexternal 0.04
*Rinternal 0.13
#Next 2 lines: only used for datatype 1 (Te_abs_n_diffuse)
*diffuse_abs,0.26,0.521,0.002,0,0.007
*diffuse_trn,0.345
*direct_angs,37,37
*data
#Azimuth,Height,Te,g,rho
-75,-55,0.065,0.065,0.546
-75,-50,0.063,0.063,0.547
-75,-45,0.067,0.067,0.543
-75,-40,0.071,0.071,0.540
-75,-35,0.074,0.074,0.535
-75,-30,0.077,0.077,0.531
-75,-25,0.076,0.076,0.529
-75,-20,0.076,0.076,0.527
-75,-15,0.072,0.072,0.527
-75,-10,0.068,0.068,0.527
-75,-5,0.063,0.063,0.529
-75,0,0.057,0.057,0.531
-75,5,0.054,0.054,0.534
-75,10,0.052,0.052,0.536
-75,15,0.049,0.049,0.540
-75,20,0.046,0.046,0.543
-75,25,0.043,0.043,0.548
-75,30,0.040,0.040,0.553
-75,35,0.038,0.038,0.559
-75,40,0.035,0.035,0.565
-75,45,0.033,0.033,0.570
-75,50,0.031,0.031,0.574
-75,55,0.029,0.029,0.575
-75,60,0.028,0.028,0.576
-75,65,0.027,0.027,0.577
-75,70,0.026,0.026,0.578
-75,75,0.025,0.025,0.578
-75,80,0.025,0.025,0.578
-75,85,0.025,0.025,0.578
-75,90,0.025,0.025,0.578
-70,-90,0.067,0.067,0.543
-70,-85,0.068,0.068,0.542
-70,-80,0.068,0.068,0.542
-70,-75,0.068,0.068,0.542
-70,-70,0.069,0.069,0.542
-70,-65,0.068,0.068,0.543
-70,-60,0.067,0.067,0.544
-70,-55,0.065,0.065,0.545
-70,-50,0.064,0.064,0.546
-70,-45,0.073,0.073,0.537
-70,-40,0.082,0.082,0.528
-70,-35,0.090,0.090,0.519
-70,-30,0.097,0.097,0.509
-70,-25,0.097,0.097,0.503
-70,-20,0.097,0.097,0.497
-70,-15,0.091,0.091,0.496
-70,-10,0.085,0.085,0.495
-70,-5,0.076,0.076,0.497
-70,0,0.066,0.066,0.500
-70,5,0.063,0.063,0.503
-70,10,0.059,0.059,0.506
-70,15,0.055,0.055,0.513
-70,20,0.051,0.051,0.519
-70,25,0.047,0.047,0.528
-70,30,0.043,0.043,0.536
-70,35,0.039,0.039,0.547
-70,40,0.035,0.035,0.558
-70,45,0.033,0.033,0.566
-70,50,0.030,0.030,0.575
-70,55,0.028,0.028,0.576
-70,60,0.027,0.027,0.577
-70,65,0.026,0.026,0.578
-70,70,0.025,0.025,0.578
-70,75,0.025,0.025,0.578
-70,80,0.025,0.025,0.578
-70,85,0.025,0.025,0.578
-70,90,0.025,0.025,0.578
-65,-90,0.067,0.067,0.543
-65,-85,0.067,0.067,0.543
-65,-80,0.067,0.067,0.542
-65,-75,0.068,0.068,0.542
-65,-70,0.068,0.068,0.542
-65,-65,0.071,0.071,0.540
-65,-60,0.074,0.074,0.537
-65,-55,0.087,0.087,0.525
-65,-50,0.099,0.099,0.513
-65,-45,0.115,0.115,0.498
-65,-40,0.130,0.130,0.483
-65,-35,0.138,0.138,0.470
-65,-30,0.147,0.147,0.457
-65,-25,0.143,0.143,0.451
-65,-20,0.140,0.140,0.444
-65,-15,0.127,0.127,0.443
-65,-10,0.115,0.115,0.442
-65,-5,0.098,0.098,0.447
-65,0,0.080,0.080,0.451
-65,5,0.075,0.075,0.455
-65,10,0.071,0.071,0.460
-65,15,0.065,0.065,0.468
-65,20,0.060,0.060,0.476
-65,25,0.055,0.055,0.487
-65,30,0.049,0.049,0.498
-65,35,0.045,0.045,0.511
-65,40,0.041,0.041,0.525
-65,45,0.037,0.037,0.538
-65,50,0.033,0.033,0.552
-65,55,0.030,0.030,0.562
-65,60,0.027,0.027,0.573
-65,65,0.026,0.026,0.576
-65,70,0.025,0.025,0.578
-65,75,0.025,0.025,0.578
-65,80,0.025,0.025,0.578
-65,85,0.025,0.025,0.579
-65,90,0.025,0.025,0.579
-60,-90,0.067,0.067,0.543
-60,-85,0.067,0.067,0.543
-60,-80,0.067,0.067,0.543
-60,-75,0.067,0.067,0.542
-60,-70,0.068,0.068,0.542
-60,-65,0.075,0.075,0.536
-60,-60,0.082,0.082,0.530
-60,-55,0.108,0.108,0.505
-60,-50,0.135,0.135,0.480
-60,-45,0.156,0.156,0.458
-60,-40,0.177,0.177,0.437
-60,-35,0.187,0.187,0.421
-60,-30,0.197,0.197,0.405
-60,-25,0.190,0.190,0.398
-60,-20,0.183,0.183,0.391
-60,-15,0.164,0.164,0.390
-60,-10,0.145,0.145,0.390
-60,-5,0.120,0.120,0.396
-60,0,0.094,0.094,0.402
-60,5,0.088,0.088,0.408
-60,10,0.082,0.082,0.413
-60,15,0.075,0.075,0.423
-60,20,0.069,0.069,0.433
-60,25,0.062,0.062,0.447
-60,30,0.056,0.056,0.460
-60,35,0.051,0.051,0.476
-60,40,0.046,0.046,0.492
-60,45,0.041,0.041,0.510
-60,50,0.037,0.037,0.528
-60,55,0.032,0.032,0.549
-60,60,0.027,0.027,0.569
-60,65,0.026,0.026,0.574
-60,70,0.025,0.025,0.578
-60,75,0.025,0.025,0.578
-60,80,0.025,0.025,0.579
-60,85,0.025,0.025,0.579
-60,90,0.025,0.025,0.579
-55,-90,0.066,0.066,0.543
-55,-85,0.066,0.066,0.543
-55,-80,0.067,0.067,0.543
-55,-75,0.067,0.067,0.543
-55,-70,0.067,0.067,0.543
-55,-65,0.089,0.089,0.523
-55,-60,0.111,0.111,0.503
-55,-55,0.143,0.143,0.473
-55,-50,0.175,0.175,0.443
-55,-45,0.200,0.200,0.417
-55,-40,0.225,0.225,0.392
-55,-35,0.241,0.241,0.372
-55,-30,0.256,0.256,0.353
-55,-25,0.242,0.242,0.347
-55,-20,0.228,0.228,0.342
-55,-15,0.199,0.199,0.347
-55,-10,0.169,0.169,0.352
-55,-5,0.137,0.137,0.361
-55,0,0.104,0.104,0.370
-55,5,0.097,0.097,0.375
-55,10,0.090,0.090,0.380
-55,15,0.083,0.083,0.388
-55,20,0.075,0.075,0.396
-55,25,0.068,0.068,0.410
-55,30,0.061,0.061,0.424
-55,35,0.056,0.056,0.442
-55,40,0.051,0.051,0.460
-55,45,0.046,0.046,0.482
-55,50,0.041,0.041,0.503
-55,55,0.036,0.036,0.526
-55,60,0.030,0.030,0.550
-55,65,0.028,0.028,0.564
-55,70,0.025,0.025,0.578
-55,75,0.025,0.025,0.579
-55,80,0.025,0.025,0.579
-55,85,0.025,0.025,0.579
-55,90,0.025,0.025,0.579
-50,-90,0.066,0.066,0.543
-50,-85,0.066,0.066,0.543
-50,-80,0.066,0.066,0.543
-50,-75,0.067,0.067,0.543
-50,-70,0.067,0.067,0.543
-50,-65,0.104,0.104,0.509
-50,-60,0.140,0.140,0.476
-50,-55,0.178,0.178,0.441
-50,-50,0.215,0.215,0.406
-50,-45,0.244,0.244,0.377
-50,-40,0.273,0.273,0.347
-50,-35,0.294,0.294,0.324
-50,-30,0.315,0.315,0.300
-50,-25,0.295,0.295,0.296
-50,-20,0.274,0.274,0.293
-50,-15,0.234,0.234,0.303
-50,-10,0.193,0.193,0.314
-50,-5,0.153,0.153,0.326
-50,0,0.114,0.114,0.337
-50,5,0.106,0.106,0.342
-50,10,0.098,0.098,0.347
-50,15,0.090,0.090,0.353
-50,20,0.082,0.082,0.359
-50,25,0.074,0.074,0.373
-50,30,0.065,0.065,0.388
-50,35,0.061,0.061,0.408
-50,40,0.056,0.056,0.429
-50,45,0.050,0.050,0.453
-50,50,0.045,0.045,0.477
-50,55,0.039,0.039,0.504
-50,60,0.034,0.034,0.530
-50,65,0.029,0.029,0.554
-50,70,0.025,0.025,0.579
-50,75,0.025,0.025,0.579
-50,80,0.025,0.025,0.579
-50,85,0.025,0.025,0.579
-50,90,0.025,0.025,0.579
-45,-90,0.065,0.065,0.543
-45,-85,0.065,0.065,0.543
-45,-80,0.066,0.066,0.543
-45,-75,0.072,0.072,0.538
-45,-70,0.079,0.079,0.532
-45,-65,0.124,0.124,0.492
-45,-60,0.169,0.169,0.451
-45,-55,0.211,0.211,0.412
-45,-50,0.253,0.253,0.373
-45,-45,0.287,0.287,0.339
-45,-40,0.321,0.321,0.305
-45,-35,0.322,0.322,0.295
-45,-30,0.323,0.323,0.284
-45,-25,0.299,0.299,0.285
-45,-20,0.274,0.274,0.287
-45,-15,0.234,0.234,0.297
-45,-10,0.194,0.194,0.307
-45,-5,0.156,0.156,0.318
-45,0,0.117,0.117,0.329
-45,5,0.109,0.109,0.335
-45,10,0.100,0.100,0.340
-45,15,0.092,0.092,0.346
-45,20,0.083,0.083,0.353
-45,25,0.076,0.076,0.363
-45,30,0.069,0.069,0.373
-45,35,0.065,0.065,0.386
-45,40,0.061,0.061,0.400
-45,45,0.055,0.055,0.427
-45,50,0.049,0.049,0.454
-45,55,0.043,0.043,0.484
-45,60,0.037,0.037,0.513
-45,65,0.032,0.032,0.542
-45,70,0.026,0.026,0.571
-45,75,0.025,0.025,0.575
-45,80,0.025,0.025,0.579
-45,85,0.025,0.025,0.579
-45,90,0.025,0.025,0.579
-40,-90,0.065,0.065,0.544
-40,-85,0.065,0.065,0.543
-40,-80,0.065,0.065,0.543
-40,-75,0.078,0.078,0.532
-40,-70,0.091,0.091,0.521
-40,-65,0.144,0.144,0.474
-40,-60,0.197,0.197,0.426
-40,-55,0.244,0.244,0.383
-40,-50,0.291,0.291,0.339
-40,-45,0.330,0.330,0.301
-40,-40,0.369,0.369,0.263
-40,-35,0.350,0.350,0.265
-40,-30,0.332,0.332,0.268
-40,-25,0.303,0.303,0.274
-40,-20,0.275,0.275,0.281
-40,-15,0.235,0.235,0.291
-40,-10,0.196,0.196,0.301
-40,-5,0.158,0.158,0.311
-40,0,0.121,0.121,0.322
-40,5,0.112,0.112,0.327
-40,10,0.103,0.103,0.333
-40,15,0.093,0.093,0.340
-40,20,0.084,0.084,0.347
-40,25,0.079,0.079,0.353
-40,30,0.073,0.073,0.359
-40,35,0.070,0.070,0.365
-40,40,0.066,0.066,0.371
-40,45,0.059,0.059,0.401
-40,50,0.053,0.053,0.431
-40,55,0.047,0.047,0.463
-40,60,0.040,0.040,0.496
-40,65,0.034,0.034,0.529
-40,70,0.028,0.028,0.563
-40,75,0.026,0.026,0.571
-40,80,0.025,0.025,0.579
-40,85,0.025,0.025,0.579
-40,90,0.025,0.025,0.579
-35,-90,0.064,0.064,0.544
-35,-85,0.065,0.065,0.544
-35,-80,0.065,0.065,0.544
-35,-75,0.085,0.085,0.526
-35,-70,0.105,0.105,0.508
-35,-65,0.162,0.162,0.457
-35,-60,0.220,0.220,0.406
-35,-55,0.274,0.274,0.357
-35,-50,0.328,0.328,0.309
-35,-45,0.349,0.349,0.284
-35,-40,0.370,0.370,0.258
-35,-35,0.349,0.349,0.261
-35,-30,0.329,0.329,0.264
-35,-25,0.301,0.301,0.270
-35,-20,0.272,0.272,0.276
-35,-15,0.234,0.234,0.287
-35,-10,0.196,0.196,0.297
-35,-5,0.160,0.160,0.308
-35,0,0.123,0.123,0.318
-35,5,0.114,0.114,0.324
-35,10,0.104,0.104,0.329
-35,15,0.095,0.095,0.335
-35,20,0.085,0.085,0.341
-35,25,0.081,0.081,0.347
-35,30,0.076,0.076,0.353
-35,35,0.072,0.072,0.360
-35,40,0.068,0.068,0.366
-35,45,0.062,0.062,0.389
-35,50,0.056,0.056,0.412
-35,55,0.049,0.049,0.447
-35,60,0.043,0.043,0.482
-35,65,0.036,0.036,0.518
-35,70,0.029,0.029,0.554
-35,75,0.027,0.027,0.566
-35,80,0.025,0.025,0.579
-35,85,0.025,0.025,0.579
-35,90,0.025,0.025,0.579
-30,-90,0.064,0.064,0.544
-30,-85,0.064,0.064,0.544
-30,-80,0.064,0.064,0.544
-30,-75,0.091,0.091,0.519
-30,-70,0.119,0.119,0.495
-30,-65,0.181,0.181,0.440
-30,-60,0.243,0.243,0.385
-30,-55,0.304,0.304,0.332
-30,-50,0.366,0.366,0.279
-30,-45,0.368,0.368,0.266
-30,-40,0.370,0.370,0.254
-30,-35,0.349,0.349,0.257
-30,-30,0.327,0.327,0.260
-30,-25,0.298,0.298,0.266
-30,-20,0.269,0.269,0.272
-30,-15,0.233,0.233,0.283
-30,-10,0.196,0.196,0.293
-30,-5,0.161,0.161,0.304
-30,0,0.125,0.125,0.315
-30,5,0.115,0.115,0.320
-30,10,0.105,0.105,0.325
-30,15,0.096,0.096,0.330
-30,20,0.087,0.087,0.335
-30,25,0.083,0.083,0.341
-30,30,0.078,0.078,0.348
-30,35,0.074,0.074,0.355
-30,40,0.069,0.069,0.362
-30,45,0.064,0.064,0.377
-30,50,0.059,0.059,0.392
-30,55,0.052,0.052,0.430
-30,60,0.045,0.045,0.467
-30,65,0.038,0.038,0.506
-30,70,0.031,0.031,0.545
-30,75,0.028,0.028,0.562
-30,80,0.025,0.025,0.579
-30,85,0.025,0.025,0.579
-30,90,0.025,0.025,0.579
-25,-90,0.063,0.063,0.544
-25,-85,0.063,0.063,0.544
-25,-80,0.064,0.064,0.544
-25,-75,0.096,0.096,0.515
-25,-70,0.128,0.128,0.486
-25,-65,0.192,0.192,0.428
-25,-60,0.257,0.257,0.370
-25,-55,0.316,0.316,0.317
-25,-50,0.376,0.376,0.265
-25,-45,0.375,0.375,0.257
-25,-40,0.373,0.373,0.250
-25,-35,0.354,0.354,0.253
-25,-30,0.335,0.335,0.255
-25,-25,0.302,0.302,0.263
-25,-20,0.269,0.269,0.272
-25,-15,0.232,0.232,0.283
-25,-10,0.196,0.196,0.293
-25,-5,0.162,0.162,0.304
-25,0,0.127,0.127,0.314
-25,5,0.116,0.116,0.320
-25,10,0.105,0.105,0.325
-25,15,0.097,0.097,0.330
-25,20,0.088,0.088,0.334
-25,25,0.084,0.084,0.339
-25,30,0.079,0.079,0.344
-25,35,0.075,0.075,0.351
-25,40,0.070,0.070,0.358
-25,45,0.066,0.066,0.370
-25,50,0.061,0.061,0.382
-25,55,0.054,0.054,0.419
-25,60,0.047,0.047,0.457
-25,65,0.039,0.039,0.497
-25,70,0.032,0.032,0.538
-25,75,0.028,0.028,0.559
-25,80,0.025,0.025,0.579
-25,85,0.025,0.025,0.579
-25,90,0.025,0.025,0.579
-20,-90,0.063,0.063,0.544
-20,-85,0.063,0.063,0.544
-20,-80,0.063,0.063,0.544
-20,-75,0.100,0.100,0.510
-20,-70,0.137,0.137,0.476
-20,-65,0.203,0.203,0.416
-20,-60,0.270,0.270,0.355
-20,-55,0.328,0.328,0.303
-20,-50,0.387,0.387,0.251
-20,-45,0.382,0.382,0.249
-20,-40,0.377,0.377,0.247
-20,-35,0.360,0.360,0.248
-20,-30,0.343,0.343,0.249
-20,-25,0.305,0.305,0.261
-20,-20,0.268,0.268,0.272
-20,-15,0.232,0.232,0.283
-20,-10,0.196,0.196,0.293
-20,-5,0.162,0.162,0.304
-20,0,0.128,0.128,0.314
-20,5,0.117,0.117,0.319
-20,10,0.106,0.106,0.325
-20,15,0.098,0.098,0.329
-20,20,0.089,0.089,0.334
-20,25,0.085,0.085,0.337
-20,30,0.081,0.081,0.340
-20,35,0.076,0.076,0.348
-20,40,0.072,0.072,0.355
-20,45,0.067,0.067,0.363
-20,50,0.063,0.063,0.371
-20,55,0.056,0.056,0.408
-20,60,0.049,0.049,0.446
-20,65,0.041,0.041,0.489
-20,70,0.033,0.033,0.531
-20,75,0.029,0.029,0.555
-20,80,0.025,0.025,0.579
-20,85,0.025,0.025,0.579
-20,90,0.025,0.025,0.579
-15,-90,0.062,0.062,0.545
-15,-85,0.062,0.062,0.545
-15,-80,0.062,0.062,0.545
-15,-75,0.102,0.102,0.508
-15,-70,0.142,0.142,0.470
-15,-65,0.209,0.209,0.409
-15,-60,0.276,0.276,0.347
-15,-55,0.328,0.328,0.299
-15,-50,0.380,0.380,0.251
-15,-45,0.379,0.379,0.248
-15,-40,0.377,0.377,0.245
-15,-35,0.359,0.359,0.247
-15,-30,0.341,0.341,0.250
-15,-25,0.303,0.303,0.261
-15,-20,0.266,0.266,0.272
-15,-15,0.232,0.232,0.283
-15,-10,0.197,0.197,0.293
-15,-5,0.163,0.163,0.304
-15,0,0.129,0.129,0.315
-15,5,0.117,0.117,0.320
-15,10,0.105,0.105,0.325
-15,15,0.098,0.098,0.329
-15,20,0.090,0.090,0.333
-15,25,0.086,0.086,0.336
-15,30,0.081,0.081,0.340
-15,35,0.077,0.077,0.346
-15,40,0.072,0.072,0.353
-15,45,0.068,0.068,0.361
-15,50,0.064,0.064,0.369
-15,55,0.057,0.057,0.404
-15,60,0.050,0.050,0.439
-15,65,0.042,0.042,0.483
-15,70,0.034,0.034,0.527
-15,75,0.029,0.029,0.553
-15,80,0.025,0.025,0.579
-15,85,0.025,0.025,0.579
-15,90,0.025,0.025,0.579
-10,-90,0.062,0.062,0.545
-10,-85,0.062,0.062,0.545
-10,-80,0.062,0.062,0.545
-10,-75,0.104,0.104,0.505
-10,-70,0.146,0.146,0.465
-10,-65,0.214,0.214,0.401
-10,-60,0.281,0.281,0.338
-10,-55,0.328,0.328,0.294
-10,-50,0.374,0.374,0.251
-10,-45,0.376,0.376,0.247
-10,-40,0.377,0.377,0.243
-10,-35,0.358,0.358,0.247
-10,-30,0.339,0.339,0.251
-10,-25,0.301,0.301,0.262
-10,-20,0.263,0.263,0.273
-10,-15,0.231,0.231,0.283
-10,-10,0.199,0.199,0.293
-10,-5,0.164,0.164,0.304
-10,0,0.130,0.130,0.315
-10,5,0.117,0.117,0.321
-10,10,0.104,0.104,0.326
-10,15,0.098,0.098,0.329
-10,20,0.091,0.091,0.333
-10,25,0.087,0.087,0.336
-10,30,0.082,0.082,0.339
-10,35,0.078,0.078,0.345
-10,40,0.073,0.073,0.351
-10,45,0.069,0.069,0.359
-10,50,0.064,0.064,0.368
-10,55,0.057,0.057,0.400
-10,60,0.051,0.051,0.433
-10,65,0.043,0.043,0.478
-10,70,0.035,0.035,0.523
-10,75,0.030,0.030,0.551
-10,80,0.025,0.025,0.579
-10,85,0.025,0.025,0.579
-10,90,0.025,0.025,0.579
-5,-90,0.061,0.061,0.545
-5,-85,0.061,0.061,0.545
-5,-80,0.061,0.061,0.545
-5,-75,0.104,0.104,0.504
-5,-70,0.146,0.146,0.463
-5,-65,0.213,0.213,0.399
-5,-60,0.279,0.279,0.335
-5,-55,0.325,0.325,0.293
-5,-50,0.370,0.370,0.251
-5,-45,0.376,0.376,0.246
-5,-40,0.382,0.382,0.241
-5,-35,0.362,0.362,0.245
-5,-30,0.343,0.343,0.249
-5,-25,0.305,0.305,0.261
-5,-20,0.267,0.267,0.272
-5,-15,0.233,0.233,0.283
-5,-10,0.199,0.199,0.294
-5,-5,0.165,0.165,0.305
-5,0,0.130,0.130,0.317
-5,5,0.119,0.119,0.321
-5,10,0.107,0.107,0.326
-5,15,0.099,0.099,0.330
-5,20,0.091,0.091,0.333
-5,25,0.086,0.086,0.336
-5,30,0.082,0.082,0.339
-5,35,0.077,0.077,0.345
-5,40,0.073,0.073,0.351
-5,45,0.069,0.069,0.359
-5,50,0.064,0.064,0.367
-5,55,0.058,0.058,0.399
-5,60,0.051,0.051,0.431
-5,65,0.043,0.043,0.476
-5,70,0.035,0.035,0.521
-5,75,0.030,0.030,0.550
-5,80,0.025,0.025,0.579
-5,85,0.025,0.025,0.580
-5,90,0.025,0.025,0.580
0,-90,0.061,0.061,0.545
0,-85,0.061,0.061,0.545
0,-80,0.061,0.061,0.545
0,-75,0.103,0.103,0.504
0,-70,0.146,0.146,0.462
0,-65,0.212,0.212,0.397
0,-60,0.278,0.278,0.333
0,-55,0.321,0.321,0.292
0,-50,0.365,0.365,0.251
0,-45,0.375,0.375,0.245
0,-40,0.386,0.386,0.239
0,-35,0.367,0.367,0.243
0,-30,0.348,0.348,0.248
0,-25,0.309,0.309,0.259
0,-20,0.270,0.270,0.271
0,-15,0.235,0.235,0.283
0,-10,0.200,0.200,0.294
0,-5,0.165,0.165,0.306
0,0,0.131,0.131,0.318
0,5,0.120,0.120,0.322
0,10,0.109,0.109,0.326
0,15,0.100,0.100,0.330
0,20,0.090,0.090,0.334
0,25,0.086,0.086,0.337
0,30,0.082,0.082,0.340
0,35,0.077,0.077,0.345
0,40,0.073,0.073,0.350
0,45,0.068,0.068,0.359
0,50,0.064,0.064,0.367
0,55,0.058,0.058,0.398
0,60,0.051,0.051,0.429
0,65,0.043,0.043,0.474
0,70,0.035,0.035,0.520
0,75,0.030,0.030,0.550
0,80,0.025,0.025,0.580
0,85,0.025,0.025,0.580
0,90,0.025,0.025,0.580
5,-90,0.061,0.061,0.545
5,-85,0.061,0.061,0.545
5,-80,0.061,0.061,0.545
5,-75,0.104,0.104,0.504
5,-70,0.146,0.146,0.463
5,-65,0.213,0.213,0.399
5,-60,0.279,0.279,0.335
5,-55,0.325,0.325,0.293
5,-50,0.370,0.370,0.251
5,-45,0.376,0.376,0.246
5,-40,0.382,0.382,0.241
5,-35,0.362,0.362,0.245
5,-30,0.343,0.343,0.249
5,-25,0.305,0.305,0.261
5,-20,0.267,0.267,0.272
5,-15,0.233,0.233,0.283
5,-10,0.199,0.199,0.294
5,-5,0.165,0.165,0.305
5,0,0.130,0.130,0.317
5,5,0.119,0.119,0.321
5,10,0.107,0.107,0.326
5,15,0.099,0.099,0.330
5,20,0.091,0.091,0.333
5,25,0.086,0.086,0.336
5,30,0.082,0.082,0.339
5,35,0.077,0.077,0.345
5,40,0.073,0.073,0.351
5,45,0.069,0.069,0.359
5,50,0.064,0.064,0.367
5,55,0.058,0.058,0.399
5,60,0.051,0.051,0.431
5,65,0.043,0.043,0.476
5,70,0.035,0.035,0.521
5,75,0.030,0.030,0.550
5,80,0.025,0.025,0.579
5,85,0.025,0.025,0.580
5,90,0.025,0.025,0.580
10,-90,0.062,0.062,0.545
10,-85,0.062,0.062,0.545
10,-80,0.062,0.062,0.545
10,-75,0.104,0.104,0.505
10,-70,0.146,0.146,0.465
10,-65,0.214,0.214,0.401
10,-60,0.281,0.281,0.338
10,-55,0.328,0.328,0.294
10,-50,0.374,0.374,0.251
10,-45,0.376,0.376,0.247
10,-40,0.377,0.377,0.243
10,-35,0.358,0.358,0.247
10,-30,0.339,0.339,0.251
10,-25,0.301,0.301,0.262
10,-20,0.263,0.263,0.273
10,-15,0.231,0.231,0.283
10,-10,0.199,0.199,0.293
10,-5,0.164,0.164,0.304
10,0,0.130,0.130,0.315
10,5,0.117,0.117,0.321
10,10,0.104,0.104,0.326
10,15,0.098,0.098,0.329
10,20,0.091,0.091,0.333
10,25,0.087,0.087,0.336
10,30,0.082,0.082,0.339
10,35,0.078,0.078,0.345
10,40,0.073,0.073,0.351
10,45,0.069,0.069,0.359
10,50,0.064,0.064,0.368
10,55,0.057,0.057,0.400
10,60,0.051,0.051,0.433
10,65,0.043,0.043,0.478
10,70,0.035,0.035,0.523
10,75,0.030,0.030,0.551
10,80,0.025,0.025,0.579
10,85,0.025,0.025,0.579
10,90,0.025,0.025,0.579
15,-90,0.062,0.062,0.545
15,-85,0.062,0.062,0.545
15,-80,0.062,0.062,0.545
15,-75,0.102,0.102,0.508
15,-70,0.142,0.142,0.470
15,-65,0.209,0.209,0.409
15,-60,0.276,0.276,0.347
15,-55,0.328,0.328,0.299
15,-50,0.380,0.380,0.251
15,-45,0.379,0.379,0.248
15,-40,0.377,0.377,0.245
15,-35,0.359,0.359,0.247
15,-30,0.341,0.341,0.250
15,-25,0.303,0.303,0.261
15,-20,0.266,0.266,0.272
15,-15,0.232,0.232,0.283
15,-10,0.197,0.197,0.293
15,-5,0.163,0.163,0.304
15,0,0.129,0.129,0.315
15,5,0.117,0.117,0.320
15,10,0.105,0.105,0.325
15,15,0.098,0.098,0.329
15,20,0.090,0.090,0.333
15,25,0.086,0.086,0.336
15,30,0.081,0.081,0.340
15,35,0.077,0.077,0.346
15,40,0.072,0.072,0.353
15,45,0.068,0.068,0.361
15,50,0.064,0.064,0.369
15,55,0.057,0.057,0.404
15,60,0.050,0.050,0.439
15,65,0.042,0.042,0.483
15,70,0.034,0.034,0.527
15,75,0.029,0.029,0.553
15,80,0.025,0.025,0.579
15,85,0.025,0.025,0.579
15,90,0.025,0.025,0.579
20,-90,0.063,0.063,0.544
20,-85,0.063,0.063,0.544
20,-80,0.063,0.063,0.544
20,-75,0.100,0.100,0.510
20,-70,0.137,0.137,0.476
20,-65,0.203,0.203,0.416
20,-60,0.270,0.270,0.355
20,-55,0.328,0.328,0.303
20,-50,0.387,0.387,0.251
20,-45,0.382,0.382,0.249
20,-40,0.377,0.377,0.247
20,-35,0.360,0.360,0.248
20,-30,0.343,0.343,0.249
20,-25,0.305,0.305,0.261
20,-20,0.268,0.268,0.272
20,-15,0.232,0.232,0.283
20,-10,0.196,0.196,0.293
20,-5,0.162,0.162,0.304
20,0,0.128,0.128,0.314
20,5,0.117,0.117,0.319
20,10,0.106,0.106,0.325
20,15,0.098,0.098,0.329
20,20,0.089,0.089,0.334
20,25,0.085,0.085,0.337
20,30,0.081,0.081,0.340
20,35,0.076,0.076,0.348
20,40,0.072,0.072,0.355
20,45,0.067,0.067,0.363
20,50,0.063,0.063,0.371
20,55,0.056,0.056,0.408
20,60,0.049,0.049,0.446
20,65,0.041,0.041,0.489
20,70,0.033,0.033,0.531
20,75,0.029,0.029,0.555
20,80,0.025,0.025,0.579
20,85,0.025,0.025,0.579
20,90,0.025,0.025,0.579
25,-90,0.063,0.063,0.544
25,-85,0.063,0.063,0.544
25,-80,0.064,0.064,0.544
25,-75,0.096,0.096,0.515
25,-70,0.128,0.128,0.486
25,-65,0.192,0.192,0.428
25,-60,0.257,0.257,0.370
25,-55,0.316,0.316,0.317
25,-50,0.376,0.376,0.265
25,-45,0.375,0.375,0.257
25,-40,0.373,0.373,0.250
25,-35,0.354,0.354,0.253
25,-30,0.335,0.335,0.255
25,-25,0.302,0.302,0.263
25,-20,0.269,0.269,0.272
25,-15,0.232,0.232,0.283
25,-10,0.196,0.196,0.293
25,-5,0.162,0.162,0.304
25,0,0.127,0.127,0.314
25,5,0.116,0.116,0.320
25,10,0.105,0.105,0.325
25,15,0.097,0.097,0.330
25,20,0.088,0.088,0.334
25,25,0.084,0.084,0.339
25,30,0.079,0.079,0.344
25,35,0.075,0.075,0.351
25,40,0.070,0.070,0.358
25,45,0.066,0.066,0.370
25,50,0.061,0.061,0.382
25,55,0.054,0.054,0.419
25,60,0.047,0.047,0.457
25,65,0.039,0.039,0.497
25,70,0.032,0.032,0.538
25,75,0.028,0.028,0.559
25,80,0.025,0.025,0.579
25,85,0.025,0.025,0.579
25,90,0.025,0.025,0.579
30,-90,0.064,0.064,0.544
30,-85,0.064,0.064,0.544
30,-80,0.064,0.064,0.544
30,-75,0.091,0.091,0.519
30,-70,0.119,0.119,0.495
30,-65,0.181,0.181,0.440
30,-60,0.243,0.243,0.385
30,-55,0.304,0.304,0.332
30,-50,0.366,0.366,0.279
30,-45,0.368,0.368,0.266
30,-40,0.370,0.370,0.254
30,-35,0.349,0.349,0.257
30,-30,0.327,0.327,0.260
30,-25,0.298,0.298,0.266
30,-20,0.269,0.269,0.272
30,-15,0.233,0.233,0.283
30,-10,0.196,0.196,0.293
30,-5,0.161,0.161,0.304
30,0,0.125,0.125,0.315
30,5,0.115,0.115,0.320
30,10,0.105,0.105,0.325
30,15,0.096,0.096,0.330
30,20,0.087,0.087,0.335
